Brand Name,Product Name,Rating,Rating Number,Price,Return/Exchange,Expected Delivery,Availability,Product URLs,Other Details
Multicolour,MCSID RAZZ - Anime Naruto Plastic Materialistic Clock (Multicolour),No Rating,-,₹399.00,https://www.amazon.in/Razz-Anime-Akatsuki-Narute-Design-Birthday/dp/B08152RKVS/ref=sr_1_106?dchild=1&keywords=Anime&qid=1629699442&sr=8-106#,"Monday, Aug 30",In stock.,https://www.amazon.in/Razz-Anime-Akatsuki-Narute-Design-Birthday/dp/B08152RKVS/ref=sr_1_106?dchild=1&keywords=Anime&qid=1629699442&sr=8-106#,"Our contemporary Table clocks measure approximately 6 cm in diameter , features a durable black plastic case & clear lens with a modern quartz movement to keep you on time."
Brown,Pranjals House Leather Journal Diary with Engraved Journey Brown 7 x 5 Inch,4.4 out of 5,337 ratings,₹399.00,https://www.amazon.in/Pranjals-Leather-Journal-Engraved-Journey/dp/B078TJ12G3/ref=sr_1_107_sspa?dchild=1&keywords=Anime&qid=1629699442&sr=8-107-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUExOFhBQ09OVUNVWUlIJmVuY3J5cHRlZElkPUEwMDU5MTc0VldMUEZZSjJNTTlOJmVuY3J5cHRlZEFkSWQ9QTA2MzE1NzAxV1FQUEtDMkNPMzZOJndpZGdldE5hbWU9c3BfbXRmJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==#,"Friday, Aug 27",In stock.,https://www.amazon.in/Pranjals-Leather-Journal-Engraved-Journey/dp/B078TJ12G3/ref=sr_1_107_sspa?dchild=1&keywords=Anime&qid=1629699442&sr=8-107-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUExOFhBQ09OVUNVWUlIJmVuY3J5cHRlZElkPUEwMDU5MTc0VldMUEZZSjJNTTlOJmVuY3J5cHRlZEFkSWQ9QTA2MzE1NzAxV1FQUEtDMkNPMzZOJndpZGdldE5hbWU9c3BfbXRmJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==#,Material : Leather Diaries by Pranjals House are made from Special Quality of Original Leather. Giving these diaries vintage and rich look.
Haksons,"Haksons Pearl Pigments Pack of 3 - Pearl Gold, Fire Red, Rich Gold (20 GMS)",3.9 out of 5,49 ratings,₹399.00,https://www.amazon.in/Haksons-Pearl-Pigments-Pack-Gold/dp/B079GRKQPN/ref=sr_1_108_sspa?dchild=1&keywords=Anime&qid=1629699442&sr=8-108-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUExOFhBQ09OVUNVWUlIJmVuY3J5cHRlZElkPUEwMDU5MTc0VldMUEZZSjJNTTlOJmVuY3J5cHRlZEFkSWQ9QTA3MTcxNDZCSjZQVTFMN0pQMlQmd2lkZ2V0TmFtZT1zcF9tdGYmYWN0aW9uPWNsaWNrUmVkaXJlY3QmZG9Ob3RMb2dDbGljaz10cnVl#,"Thursday, Aug 26",In stock.,https://www.amazon.in/Haksons-Pearl-Pigments-Pack-Gold/dp/B079GRKQPN/ref=sr_1_108_sspa?dchild=1&keywords=Anime&qid=1629699442&sr=8-108-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUExOFhBQ09OVUNVWUlIJmVuY3J5cHRlZElkPUEwMDU5MTc0VldMUEZZSjJNTTlOJmVuY3J5cHRlZEFkSWQ9QTA3MTcxNDZCSjZQVTFMN0pQMlQmd2lkZ2V0TmFtZT1zcF9tdGYmYWN0aW9uPWNsaWNrUmVkaXJlY3QmZG9Ob3RMb2dDbGljaz10cnVl#,"Package Content: Pearl Gold, Fire Red and Rich Gold Powder (20 gms each)"
-,Green Apple India Resin Laminated with Black Metal Finish Arch and Wooden Base Rotating World Globe Home Decor Office Decor Gift Item (8 inches),5 out of 5,1 rating,₹699.00,https://www.amazon.in/Laminated-Finish-Wooden-Rotating-Globe/dp/B08YQN97QB/ref=sr_1_109_sspa?dchild=1&keywords=Anime&qid=1629699442&sr=8-109-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUExOFhBQ09OVUNVWUlIJmVuY3J5cHRlZElkPUEwMDU5MTc0VldMUEZZSjJNTTlOJmVuY3J5cHRlZEFkSWQ9QTA1NDI1NTMyNTVNMVFEWkkwVTBKJndpZGdldE5hbWU9c3BfbXRmJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==#,Aug 30 - 31,In stock.,https://www.amazon.in/Laminated-Finish-Wooden-Rotating-Globe/dp/B08YQN97QB/ref=sr_1_109_sspa?dchild=1&keywords=Anime&qid=1629699442&sr=8-109-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUExOFhBQ09OVUNVWUlIJmVuY3J5cHRlZElkPUEwMDU5MTc0VldMUEZZSjJNTTlOJmVuY3J5cHRlZEFkSWQ9QTA1NDI1NTMyNTVNMVFEWkkwVTBKJndpZGdldE5hbWU9c3BfbXRmJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==#,"It will enhance the grace of your home,office,etc. Keep it on a flat surface like office desk or study table and start the new experience alongwith fun and learning. This globe is sturdy, durable,lightweight,compact and rotating."
Zest 4 Toyz,"Zest 4 Toyz Magnifying Glass for Reading/Map, Double Glass 75MM High Power Antique Handheld Magnifier Glass by Zest 4 Toyz",4.2 out of 5,672 ratings,₹199.00,https://www.amazon.in/Zest-Toyz-Magnifying-Handheld-Magnifier/dp/B08MKXH76F/ref=sr_1_110_sspa?dchild=1&keywords=Anime&qid=1629699442&sr=8-110-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUExOFhBQ09OVUNVWUlIJmVuY3J5cHRlZElkPUEwMDU5MTc0VldMUEZZSjJNTTlOJmVuY3J5cHRlZEFkSWQ9QTAwNzM2NTcxQzY0TjJVV0RNU1NBJndpZGdldE5hbWU9c3BfbXRmJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==#,"Wednesday, Aug 25",In stock.,https://www.amazon.in/Zest-Toyz-Magnifying-Handheld-Magnifier/dp/B08MKXH76F/ref=sr_1_110_sspa?dchild=1&keywords=Anime&qid=1629699442&sr=8-110-spons&psc=1&spLa=ZW5jcnlwdGVkUXVhbGlmaWVyPUExOFhBQ09OVUNVWUlIJmVuY3J5cHRlZElkPUEwMDU5MTc0VldMUEZZSjJNTTlOJmVuY3J5cHRlZEFkSWQ9QTAwNzM2NTcxQzY0TjJVV0RNU1NBJndpZGdldE5hbWU9c3BfbXRmJmFjdGlvbj1jbGlja1JlZGlyZWN0JmRvTm90TG9nQ2xpY2s9dHJ1ZQ==#,Premium Design: This magnifying lens comes with a wood handle and plastic frame. The antique design sending out slight retro taste always make you be pleasure with it.
-,PRINTOCTOPUS Regular Fit T-Shirt for Men & Women,4.2 out of 5,131 ratings,₹490.80 - ₹598.00,-,-,-,-,Care Instructions: Machine Wash
-,Color Empire Printed Notebook Diary | A5 in Size | Anime Multi | Unrulled Diary | A5 Notepad | Writing Journal | Personal Diary,No Rating,-,-,https://www.amazon.in/Printed-Notebook-Unrulled-Notepad-Personal/dp/B099S5LWTC/ref=sr_1_112?dchild=1&keywords=Anime&qid=1629699442&sr=8-112#,"Monday, Aug 30",In stock.,https://www.amazon.in/Printed-Notebook-Unrulled-Notepad-Personal/dp/B099S5LWTC/ref=sr_1_112?dchild=1&keywords=Anime&qid=1629699442&sr=8-112#,-
Ceramic,"Tee Mafia Naruto Anime Gift Combo of Mug and Pillow | Emoji 12"" X 12"" Cushion Cover with Filler ,Printed Coffee Mug (Pack of 2)--",No Rating,-,₹549.00,https://www.amazon.in/Tee-Mafia-Naruto-Cushion-Printed/dp/B098R3WLYP/ref=sr_1_113?dchild=1&keywords=Anime&qid=1629699442&sr=8-113#,"Thursday, Aug 26",In stock.,https://www.amazon.in/Tee-Mafia-Naruto-Cushion-Printed/dp/B098R3WLYP/ref=sr_1_113?dchild=1&keywords=Anime&qid=1629699442&sr=8-113#,"Package Content: 1 Printed Ceramic Coffee Mug (350 Ml Capacity) 3 Layer Thermocol Safe Packaging ,Dimension: Outer Diameter: 7.5 cm, Height: 7.5 cm | Wash Care - Do Not Scrub From Outside,"
Approach home decor,Virtual Popstar Anime Girl 3D Wall Sticker Size-54x32 cm200,No Rating,-,₹349.00,https://www.amazon.in/Virtual-Popstar-Anime-Sticker-Size-54x32/dp/B096QLQ32D/ref=sr_1_114?dchild=1&keywords=Anime&qid=1629699442&sr=8-114#,"Sunday, Aug 29",In stock.,https://www.amazon.in/Virtual-Popstar-Anime-Sticker-Size-54x32/dp/B096QLQ32D/ref=sr_1_114?dchild=1&keywords=Anime&qid=1629699442&sr=8-114#,Material: Vinyl. Color & Size : which is shown in the picture.
Graphic,ISEE 360® Laptop Skin Gamer Cute Anime Girl 15.6 Inches Vinyl Stickers Waterproof Cover with Lamination HD Quality,No Rating,-,₹199.00,https://www.amazon.in/ISEE-Stickers-Waterproof-Lamination-Quality/dp/B08P542GBR/ref=sr_1_115?dchild=1&keywords=Anime&qid=1629699442&sr=8-115#,Aug 31 - Sep 2,In stock.,https://www.amazon.in/ISEE-Stickers-Waterproof-Lamination-Quality/dp/B08P542GBR/ref=sr_1_115?dchild=1&keywords=Anime&qid=1629699442&sr=8-115#,"ISEE 360 Laptop Skin Sticker Decal Free Sponge & Squeezer : 100% brand New, Fits up to 15.6 Inches Laptops;Please Make Sure You Should Shape The Skin Corner Before Use: Material: PVC_ Vinyl Removable Layer & Paper layer"
MCSID RAZZ,"MCSID RAZZ Anime Merch India Kyojuro Rengoku - Demon Slayer Flame Hashira Design Wall Decor Poster for Home and Office, Frame Not Included (Multi Color, 12 x 18 Inch)",5 out of 5,2 ratings,₹199.00,https://www.amazon.in/MCSID-RAZZ-Kyojuro-Rengoku-Included/dp/B08L6M5SDB/ref=sr_1_116?dchild=1&keywords=Anime&qid=1629699442&sr=8-116#,"Monday, Aug 30",In stock.,https://www.amazon.in/MCSID-RAZZ-Kyojuro-Rengoku-Included/dp/B08L6M5SDB/ref=sr_1_116?dchild=1&keywords=Anime&qid=1629699442&sr=8-116#,We're excited to offer high quality prints using non-toxic acrylic ink on top thick high quality 200gsm paper.
